id_a,text_a,matched_id_b,confidence,cost,reasoning,predicted
33499,cuisinart stainless steel convection toaster oven - tob195 cuisinart stainless steel convection toas...,206725198,0.9,0.0002133,"Candidate record [1] refers to the same model (Cuisinart TOB-195) as the query record, with similar features and specifications mentioned. The slight variations in wording do not change the core ident",True
33508,canon black 8.0 megapixel powershot digital camera - a590is canon black 8.0 megapixel powershot digi...,206928380,1.0,0.0002211,"The candidate record for the Canon Powershot A590 IS digital camera matches the query record exactly in terms of model number, specifications (8.0 megapixels, 4x optical zoom, 2.5"" LCD), and brand. Th",True
33510,monster mini-to-mini icable for car - aicminiip3s monster mini-to-mini icable for car - aicminiip3s/...,205516750,0.9,0.0002409,"Candidate record [2] describes a ""monster cable icable a ic mini ip-3 s audio stereo cable"" which closely matches the query record's description of a ""monster mini-to-mini icable for car - aicminiip3s",True
33522,canon black eos rebel xsi digital slr camera - xsireb1855 canon black eos rebel xsi digital slr came...,207654106,1.0,0.000213,"The candidate record describes the ""canon eos rebel xsi digital slr camera"" with the same model number (2756b003) and includes the same key specifications such as the 12 megapixel sensor and the 18-55",True
33532,tomtom gps mount and usb car charger - 9n00101 tomtom gps mount and usb car charger - 9n00101/ extra...,204071217,0.8,0.0002238,"Candidate record [1] includes ""tomtom gps receiver accessory kit"" which contains both a ""windshield mount"" and a ""usb car charger,"" aligning closely with the query record's description of a ""tomtom gp",True
33536,elgato tv receiver and video converter for analog & digital tv - 10020780 elgato tv receiver and vid...,206898357,0.9,0.00026685,"The candidate record [2] describes the ""elgato eyetv 250 plus tv tuner,"" which matches the model number ""10020780"" from the query record. Both records refer to a product that functions as a video conv",True
33537,elgato mac eyetv hybrid - 10020630 elgato mac eyetv hybrid - 10020630/ built-in program guide/ expor...,206898358,0.9,0.00021899999999999998,"The candidate record [1] describes the same product as the query record, specifically the ""elgato eyetv hybrid"" model with the same model number (10020630). The descriptions differ slightly, but they ",True
33562,sony cyber-shot black digital camera - dsch10b sony dsch10 cyber-shot black digital camera - dsch10b...,207542597,1.0,0.00029489999999999996,"The candidate record for the ""sony cyber-shot dsc-h10 digital camera - black - dsch10/b"" directly matches the query record in terms of model number (dsch10), brand (Sony), and key specifications (8.1 ",True
33563,panasonic viera 42' plasma flat panel hdtv in black - th42px80u panasonic viera 42' plasma flat pane...,,0.0,0.00021239999999999999,"None of the candidate records match the query record, as they all refer to different types of products (e.g., camcorders, cameras, home theater systems, fax machines) and do not share the same model o",False
33564,denon blu-ray disc dvd/cd player - dvd3800bdci denon blu-ray disc dvd/cd player - dvd3800bdci/ 10-bi...,208504179,1.0,0.00018585000000000002,"The candidate record [4] explicitly lists the same model number ""dvd-3800bdci"" as the query record, confirming it is the same product. The descriptions, while different, refer to the same blu-ray disc",True
33566,panasonic viera 50' plasma flat panel hdtv in black - th50px80u panasonic viera 50' plasma flat pane...,,0.0,0.0002103,"None of the candidate records match the query record, as they all refer to different types of products (cameras, camcorders, home theater systems, etc.) and do not share the same model number or core ",False
33569,panasonic viera 42' plasma flat panel 1080p hdtv in black - th42pz80u panasonic viera 42' plasma fla...,207388754,1.0,0.0002145,"The candidate record describes the Panasonic Viera TH-42PZ85U, which is a 42"" plasma TV with specifications that align closely with the query record (42"" plasma, 1080p resolution, and features like AT",True
33581,panasonic viera 46' plasma flat panel 1080p hdtv in black - th46pz80u panasonic viera 46' plasma fla...,207388759,1.0,0.00021495,"The candidate record describes the same model (Panasonic Viera TH-46PZ80U) as the query record, including key specifications such as the screen size (46""), plasma technology, and 1080p resolution. The",True
33582,panasonic viera 50' plasma flat panel 1080p hdtv in black - th50pz80u panasonic viera 50' plasma fla...,207388758,1.0,0.0002115,"The candidate record describes the same model (TH-50PZ80U) as the query record, including key specifications such as the 50"" size, plasma technology, 1080p resolution, and features like surround sound",True
33586,sharp aquos 32' black lcd hdtv - lc32d64u sharp aquos 32' black lcd hdtv - lc32d64u/ 1920 x 1080p pi...,207338890,1.0,0.0002199,"The candidate record [3] has the exact model number (lc-32d64u) and matches the key specifications of the query record, including the screen size (32'), resolution (1920 x 1080), and type (LCD HDTV). ",True
33591,panasonic viera 42' plasma flat panel 1080p hdtv in black - th42pz85u panasonic viera 42' plasma fla...,207388754,1.0,0.00021434999999999998,"The candidate record describes the same model (TH-42PZ85U) as the query record, with matching specifications such as the 42"" plasma display, 1080p resolution, and features like ATSC/NTSC tuners and su",True
33595,panasonic viera 46' plasma flat panel 1080p hdtv in black - th46pz85u panasonic viera 46' plasma fla...,207388756,1.0,0.00022229999999999998,"The candidate record (panasonic viera th-46pz85u 46' plasma tv) matches the query record exactly in terms of model number (th-46pz85u) and key specifications (46', plasma, 1080p, etc.). The descriptio",True
33600,panasonic viera 50' plasma flat panel 1080p hdtv in black - th50pz85u panasonic viera 50' plasma fla...,207876534,0.9,0.00021629999999999997,"The candidate record describes the Panasonic Viera TH-50PZ800U, which is a 50"" widescreen 1080p plasma HDTV, closely matching the query record's specifications and model number (TH50PZ85U). Both recor",True
33601,tomtom gps mount and usb car charger - 9s00006 tomtom gps mount and usb car charger - 9s00006/ extra...,204558176,0.9,0.00022904999999999998,"The candidate record ""tomtom one xl additional mount kit - 9s00.006"" closely matches the query record, which mentions compatibility with ""tomtom one xl"" and includes a mount. The model number ""9s00006",True
33612,panasonic 26' lcd hdtv in black - tc26lx85 panasonic viera 26' lcd hdtv in black - tc26lx85/ ips hig...,,0.0,0.00020684999999999999,"None of the candidate records match the query record, as they all refer to different types of products (camcorders, home theater systems, telephones, and cameras) that do not share the same model or c",False
33625,panasonic viera 37' 1080p lcd hdtv in black - tc37lz85 panasonic viera 37' 1080p lcd hdtv in black -...,,0.0,0.00021645,"None of the candidate records refer to a television or a model that matches the specifications of the query record, which is a Panasonic Viera 37"" 1080p LCD HDTV. All candidates are unrelated products",False
33630,toshiba black 9-inch lcd widescreen portable dvd player - sdp91s toshiba black portable dvd player -...,207659194,1.0,0.00017219999999999998,"The candidate record [2] refers to the same model (Toshiba SD-P91S) as the query record, which explicitly mentions the model number ""sdp91s"" and describes it as a portable DVD player with a 9-inch scr",True
33637,toshiba 19' black lcd hdtv with built in dvd player - 19lv505 toshiba 19' lcd hdtv with built in dvd...,207391015,1.0,0.0001773,"The candidate record [1] matches the query record perfectly in terms of model number (19LV505) and key specifications (19' widescreen LCD HDTV with built-in DVD player). The descriptions, while slight",True
33638,toshiba black portable dvd player - sdp71s toshiba black portable dvd player - sdp71s/ 7' widescreen...,207659192,1.0,0.0001683,"The candidate record [2] refers to the same model as the query record, specifically the Toshiba SD-P71S portable DVD player. Both records mention the same model number and describe it as a portable DV",True
33639,toshiba black 1080p upconversion dvd player - sd6100 toshiba black 1080p upconversion dvd player - s...,206928608,1.0,0.00017264999999999997,"The candidate record [9] explicitly mentions the same model number (sd-6100) and key feature (1080p upconversion) as the query record. The descriptions align closely, confirming that they refer to the",True
33640,toshiba black dvd recorder with built-in digital tuner - dr560 toshiba black dvd recorder with built...,206928606,1.0,0.0001773,"Candidate record [3] explicitly mentions the model ""toshiba d-r560,"" which matches the model in the query record. Both records describe a Toshiba DVD recorder with a built-in digital tuner, confirming",True
33643,toshiba black 1080p upconversion dvd recorder/vcr combinaton - dvr610 toshiba black 1080p upconversi...,206928605,1.0,0.000177,"The candidate record [4] refers to the same model as the query record, specifically the Toshiba DVR610. Both records describe a Toshiba DVD recorder/VCR combo, and the model number matches exactly. Th",True
33645,toshiba black dvd recorder/vcr combinaton with built-in digital tuner - dvr660 toshiba black dvd rec...,206928607,1.0,0.0001806,"The candidate record [1] refers to the same model (Toshiba D-VR660) as the query record, which also specifies the same model number and describes it as a DVD/VCR combo with a built-in digital tuner. T",True
33653,toshiba white 19' lcd hdtv dvd combo - 19lv506 toshiba white 19' lcd hdtv dvd combination - 19lv506/...,207391014,1.0,0.0001785,"Candidate record [1] matches the query record perfectly in terms of model number (19LV506), brand (Toshiba), and key specifications (19' widescreen LCD HDTV with built-in DVD player). The descriptions",True
33662,bracketron nav-mat portable gps dash mount - ufm100bl bracketron nav-mat portable gps dash mount - u...,205521002,0.9,0.00024285,"Candidate record [1] contains the same product name and model number (bracketron nav-mat portable gps dash mount - ufm-100-bl) as the query record, despite minor differences in formatting (hyphen vs. ",True
33664,bracketron ipod docking kit - ipm202bl bracketron ipod docking kit - ipm202bl/ compatible with all g...,205520997,0.9,0.00023505,"The candidate record [1] refers to the same product as the query record, specifically the ""bracketron ipod docking kit"" with the model number ""ipm-202-bl."" The descriptions differ slightly, but they b",True
33668,nikon coolpix s550  blue 10.0 megapixels compact digital camera - coolpixs550cb nikon coolpix s550 b...,206917817,1.0,0.00020549999999999998,"The candidate record [10] describes the same model as the query record, ""nikon coolpix s550,"" and includes the same key specifications such as the 10 megapixels, compact digital camera type, and the c",True
33669,nikon coolpix s550 10 megapixel black digital camera - coolpixs550gb nikon coolpix s550 10 megapixel...,206917815,1.0,0.0002049,"The candidate record [8] explicitly mentions the same model ""nikon coolpix s550"" and matches the key specifications of the query record, including the 10 megapixels and graphite black color. The descr",True
33670,nikon coolpix s550 10 megapixel compact plum digital camera - coolpixs550p nikon coolpix s550 10 meg...,206917814,1.0,0.00020445,"The candidate record [9] describes the same model as the query record, ""nikon coolpix s550,"" with matching specifications of 10 megapixels and a plum color finish. The core product identity is consist",True
33671,nikon coolpix s210 plum 8.1 megapixels digital camera - coolpixs210p nikon coolpix s210 plum 8.1 meg...,206917816,1.0,0.00020339999999999998,"Candidate record [3] describes the same model, ""Nikon Coolpix S210,"" with matching specifications (8 megapixels, 3x optical zoom, plum color, and 2.5"" LCD). The details align closely with the query re",True
33690,toshiba 19' black lcd hdtv - 19av500u toshiba 19' black lcd hdtv - 19av500u/ 720p hd display/ dynali...,207391431,1.0,0.00017595,"Candidate record [2] matches the query record perfectly in terms of model number (19av500u), size (19'), and key specifications (720p LCD HDTV). The descriptions, while slightly different in wording, ",True
33713,sharp aquos 37' lcd hdtv in black - lc37d44u sharp aquos 37' lcd hdtv in black - lc37d44u/ 7500:1 dy...,206812380,0.9,0.00022605,"Candidate record [1] matches the query record closely, as both refer to the same model (LC37D44U) and share key specifications such as the 37"" size, LCD technology, and 7500:1 dynamic contrast ratio. ",True
33717,toshiba black dvd recorder with 1080p upconversion - dr410 toshiba black dvd recorder with 1080p upc...,206928604,0.9,0.00017655,"The candidate record [1] refers to the same model (Toshiba D-R410) as the query record, which also specifies the same model number and key feature of 1080p upconversion. The slight differences in word",True
33723,polk audio sirius satellite radio home tuner - srh1000 polk audio sirius satellite radio home tuner ...,,0.0,0.00019875,"None of the candidate records match the query record, as they all refer to different types of audio equipment or unrelated products. The query specifically mentions a ""Sirius satellite radio home tune",False
33726,boston acoustics solo am/fm large display clock radio - hsolomdnt boston acoustics solo am/fm large ...,207993409,0.8,0.00021255000000000002,"The candidate record [1] refers to the ""boston acoustics horizon solo am/fm radio,"" which closely resembles the query record for the ""boston acoustics solo am/fm large display clock radio."" Both share",True
33758,sony dvp-fx820 black 8' portable dvd player - dvpfx820 sony dvp-fx820 black 8' portable dvd player -...,,0.0,0.0002937,"None of the candidate records refer to a portable DVD player, specifically the Sony DVP-FX820 model. All candidates are related to computers, notebooks, or home theater systems, which do not match the",False
33763,sony dvp-fx820 blue 8' portable dvd player - dvpfx820li sony dvp-fx820 blue 8' portable dvd player -...,,0.0,0.00029415,"None of the candidate records refer to a portable DVD player or the specific model ""DVP-FX820."" All candidates are related to different types of products, primarily laptops and desktops, which do not ",False
33765,sony dvp-fx820 pink 8' portable dvd player - dvpfx820p sony dvp-fx820 pink 8' portable dvd player - ...,,0.0,0.00029235,"None of the candidate records refer to a portable DVD player, let alone the specific model ""sony dvp-fx820"" mentioned in the query. All candidates are related to computers, notebooks, or home theater ",False
33767,sony dvp-fx820 red 8' portable dvd player - dvpfx820r sony dvp-fx820 red 8' portable dvd player - dv...,,0.0,0.00029309999999999997,"None of the candidate records refer to a portable DVD player or the specific model ""DVP-FX820."" All candidates are related to laptops, desktops, or other electronic devices that do not match the query",False
33769,sony white 8' portable dvd player - dvpfx820w sony dvp-fx820 white 8' portable dvd player - dvpfx820...,,0.0,0.00028785,"None of the candidate records refer to a portable DVD player, which is the core product identity of the query record. All candidates are either notebooks or desktop computers, which do not match the s",False
33784,panasonic 5.8 ghz black expandable digital cordless phone - kxtg4321b panasonic 5.8 ghz black expand...,202537967,0.9,0.00021089999999999998,"The candidate record for the Panasonic KX-TG6700B cordless telephone matches the query record closely in terms of brand, product type (cordless phone), and key specifications such as the 5.8 GHz frequ",True
33786,panasonic 5.8 ghz black expandable digital cordless phone system - kxtg4323b panasonic 5.8 ghz black...,202537967,0.9,0.0002127,"The candidate record describes a Panasonic cordless telephone system (kx-tg6700b) that matches the core product identity of the query record, which is also a Panasonic 5.8 GHz expandable digital cordl",True
33788,panasonic black dect 6.0 cordless telephone - kxtg9333t panasonic black dect 6.0 cordless telephone ...,207543197,1.0,0.0002136,The candidate record for the Panasonic KX-TG9333T cordless phone matches the query record exactly in terms of model number and core product identity. Both records describe the same DECT 6.0 cordless t,True
33790,sony silver digital voice recorder - icdb600 sony silver digital voice recorder - icdb600/ 512mb bui...,,0.0,0.00028605,"None of the candidate records refer to a digital voice recorder or match the specifications of the query record, which specifically describes a Sony digital voice recorder model ICDB600. The candidate",False
33801,kenwood 6.1' all-in-one double-din in-dash navigation - dnx5120 kenwood 6.1' all-in-one double-din i...,,0.0,0.00022004999999999998,"None of the candidate records match the query record, as they all refer to different products that do not share the same model or core identity as the Kenwood DNX5120 in-dash navigation system. The ca",False
33804,motorola motorokr portable bluetooth car kit speaker phone - t505 motorola motorokr portable bluetoo...,206575951,1.0,0.00022815,"The candidate record [1] describes the same product as the query record, specifically the Motorola Motorokr T505 Bluetooth in-car speakerphone. Both records mention the same model number (T505) and ke",True
33831,olympus evolt-420 10 megapixel digital slr camera with 14-42mm lens in black - evolte420kit olympus ...,207552185,0.9,0.0002397,"The candidate record [1] describes the same model, the Olympus Evolt E-420, and includes key specifications such as the 10-megapixel sensor and the 14-42mm Zuiko digital zoom lens. The slight variatio",True
33863,toshiba 22' lcd hdtv with built in dvd player in black - 22lv505 toshiba 22' lcd hdtv with built in ...,207391013,1.0,0.00017925000000000002,"The candidate record [2] directly matches the model number ""22lv505"" from the query record and describes the same product, a 22' widescreen LCD HDTV with a built-in DVD player. The specifications alig",True
33864,samsung hi definition conversion dvd player - dvd1080p8 samsung hi definition conversion dvd player ...,207936135,1.0,0.00020684999999999999,"The candidate record describes the ""samsung dvd-1080p8 dvd player,"" which matches the model number and key specifications of the query record, including features like progressive scan and HDMI output.",True
33883,boston acoustics duo-i am/fm clock radio with ipod dock - hduoimdnt boston acoustics duo-i am/fm clo...,208177785,0.9,0.0002271,"Candidate record [2] refers to the ""boston acoustics horizon duo-i am/fm stereo radio"" with the same model number (hduoimdnt) as the query record. While the descriptions differ slightly, they both ind",True
33908,panasonic black blu-ray disc theater sound system - scbt100 panasonic black blu-ray disc theater sou...,208111903,1.0,0.0002085,"The candidate record describes the ""panasonic sc-bt100 home theater system,"" which matches the model number ""scbt100"" from the query record. Both records mention features such as a subwoofer and home ",True
33921,panasonic black dvd home theater sound system - scpt660 panasonic black dvd home theater sound syste...,207925431,1.0,0.0002265,"The candidate record describes the ""panasonic sc-pt660 home theater system,"" which matches the model number and key specifications mentioned in the query record. Both records refer to the same product",True
33922,panasonic black dvd home theater sound system - scpt760 panasonic black dvd home theater sound syste...,207925432,1.0,0.0002115,"The candidate record describes the ""panasonic sc-pt760 home theater system,"" which matches the model number and key specifications mentioned in the query record. Both records refer to the same product",True
33924,panasonic black dvd home theater sound system - scpt960 panasonic black dvd home theater sound syste...,208111904,1.0,0.00021375,"The candidate record [2] describes the same model (Panasonic SC-PT960) as the query record, including key specifications such as the kelton subwoofer, 1080p up-conversion, and integrated universal doc",True
33931,toshiba 10.2' portable dvd player in black - sdp101s toshiba 10.2' portable dvd player in black - sd...,207391017,0.9,0.00017775,"The candidate record [1] refers to the same model (Toshiba SD-P101S) as the query record, which is explicitly mentioned in both descriptions. The key specifications such as the 10.2' screen size and D",True
33936,panasonic black 8.5' portable dvd player - dvdls86 panasonic black 8.5' portable dvd player - dvdls8...,207391019,1.0,0.00023805,"The candidate record describes the ""panasonic dvd-ls86 portable dvd player,"" which matches the model number ""dvdls86"" in the query record. Both records refer to the same product, with the query provid",True
33938,weber summit e-620 copper liquid propane gas outdoor grill - 1752001 weber summit e-620 copper liqui...,208464825,0.9,0.00016125,"Candidate record [1] ""weber summit e-620 copper lp gas grill"" closely matches the query record in terms of brand, model, and key specifications. Both records refer to the same model (Summit E-620) and",True
33948,panasonic black 8.5' portable dvd player - dvdls83 panasonic black 8.5' portable dvd player - dvdls8...,207391018,1.0,0.0002451,"The candidate record for the ""panasonic dvd-ls83 portable dvd player"" directly matches the query record's model number and description, confirming that they refer to the same product. The specificatio",True
33950,whirlpool cabrio white top loading washer - wtw6700twh whirlpool cabrio wtw6700tw white top loading ...,208456233,1.0,0.0002049,"The candidate record describes the same model (whirlpool wtw6700tw) as the query record, which also includes the model number and key specifications such as being a top-loading washer. The slight diff",True
33955,panasonic black 1080p up-conversion dvd recorder and vhs combo player - dmrez48vk panasonic black 10...,207391023,1.0,0.00023385,"The candidate record for the Panasonic DMR-EZ48VK DVD/VCR combo player matches the query record perfectly in terms of model number and key specifications, including 1080p up-conversion and compatibili",True
33962,panasonic black 1080p up-conversion dvd recorder and vhs combo player - dmrea38vk panasonic black 10...,207391022,1.0,0.00023249999999999999,"The candidate record (16) describes the same model as the query record (dmr-ea38vk), which is a Panasonic DVD/VCR combo player with similar specifications, including DVD and VHS playback capabilities.",True
33965,logitech harmony one advanced universal remote control - harmony1 logitech harmony one advanced univ...,206780877,1.0,0.0001284,"Candidate record [1] contains the exact model name ""logitech harmony one advanced universal remote control"" and the same model number ""915-000035"" as the query record. The descriptions match closely, ",True
33966,peerless 32' - 45' articulating flat panel tv black wall arm - sa745pu peerless 32' - 45' articulati...,205561996,0.9,0.00020175,"The candidate record [1] describes the same model (peerless sa745pu) and is for an articulating wall arm designed for 32"" to 45"" screens, matching the specifications in the query record. The color (pi",True
33967,panasonic black 1080p up-conversion dvd recorder - dmrez28k panasonic black 1080p up-conversion dvd ...,207391021,1.0,0.000234,"The candidate record for the Panasonic DMR-EZ28K DVD player/recorder matches the query record for the Panasonic DMREZ28K DVD recorder. Both refer to the same model (DMR-EZ28K), and the descriptions in",True
33971,panasonic black 1080p up-conversion dvd recorder - dmrea18k panasonic black 1080p up-conversion dvd ...,207391020,1.0,0.00023055,"The candidate record for the Panasonic DMR-EA18K DVD player/recorder matches the query record exactly in terms of model number and core product identity. Both records refer to the same model, with the",True
33972,d-link wireless n usb adapter - dwa130 d-link wireless n usb adapter - dwa130/ complies with draft 8...,204556588,1.0,0.00024315,"The candidate record [2] explicitly lists the same product as the query record, ""d-link dwa-130 wireless n usb adapter,"" which matches the model number and product type exactly. The descriptions may v",True
33985,panasonic viera 50' 1080p plasma hdtv in black - th50pz850u panasonic viera 50' 1080p plasma hdtv in...,207876534,0.9,0.00021735,"The candidate record for ""panasonic viera th-50pz800u"" closely matches the query record for ""panasonic viera 50' 1080p plasma hdtv - th50pz850u."" Both records refer to Panasonic's 50-inch plasma HDTVs",True
33997,sharp aquos 37' black lcd hdtv - lc37d64u sharp aquos 37' black lcd hdtv - lc37d64u/ 1920 x 1080p pi...,207390717,1.0,0.00021779999999999998,"The candidate record [4] matches the query record perfectly in terms of model number (lc-37d64u), screen size (37'), and key specifications (1920 x 1080 resolution, atsc/ntsc tuner). The descriptions ",True
33998,sony bravia home theater system - davhdx275 sony bravia home theater system - davhdx275/ 5.1 channel...,208112355,0.9,0.0002961,"The candidate record for the ""sony bravia dav-hdx279wc home theater system"" closely matches the query record for the ""sony bravia home theater system - davhdx275."" Both are home theater systems from t",True
33999,sony silver 1080p upscaling dvd player - dvpns700hs sony silver 1080p upscaling dvd player - dvpns70...,,0.0,0.00029309999999999997,"None of the candidate records refer to a DVD player model that matches the query record's specifications. The query specifically mentions a ""Sony silver 1080p upscaling DVD player - dvpns700hs,"" while",False
34000,sony black 1080p upscaling dvd player - dvpns700hb sony black 1080p upscaling dvd player - dvpns700h...,,0.0,0.0002907,"None of the candidate records refer to a DVD player, let alone the specific model ""DVP-NS700HB"" mentioned in the query. All candidates are either notebooks, desktops, or home theater systems, which do",False
34001,sony silver 1080p upscaling 5-disc dvd player - dvpnc800hs sony silver 1080p upscaling 5-disc dvd ch...,,0.0,0.0002898,"None of the candidate records match the query record, as they all refer to different types of products (notebooks, A/V receivers, desktops, etc.) that do not align with the query's focus on a specific",False
34002,sony black 1080p upscaling 5-disc dvd changer - dvpnc800hb sony black 1080p upscaling 5-disc dvd cha...,,0.0,0.00029549999999999997,"None of the candidate records match the query record, which describes a specific Sony DVD changer model (DVP-NC800HB) with features related to DVD/CD playback and upscaling. The candidate records prim",False
34003,samsung 40' series 5 lcd black flat panel hdtv - ln40a550 samsung 40' series 5 lcd black flat panel ...,207637777,1.0,0.0002181,"The candidate record [1] matches the query record perfectly in terms of model number (ln40a550), size (40'), and key specifications (1080p resolution, 30,000:1 dynamic contrast ratio, 5ms response tim",True
34004,samsung 52' series 5 lcd black flat panel hdtv - ln52a550 samsung 52' series 5 lcd black flat panel ...,207652055,1.0,0.00021765,"The candidate record [9] directly matches the query record in terms of model number (ln52a550), size (52'), and key specifications (1080p resolution, 30,000:1 dynamic contrast ratio, 5ms response time",True
34007,samsung 40' series 6 lcd black flat panel hdtv - ln40a650 samsung 40' series 6 lcd black flat panel ...,207660497,1.0,0.0002226,"The candidate record [5] matches the query record exactly in terms of model number (ln40a650) and key specifications (40' size, 1080p resolution, 50,000:1 dynamic contrast ratio, 120hz refresh rate, a",True
34009,samsung 46' series 6 lcd black flat panel hdtv - ln46a650 samsung 46' series 6 lcd black flat panel ...,207595882,1.0,0.00022140000000000001,"The candidate record [5] refers to the same model (Samsung LN46A650) as the query record. Both descriptions confirm that it is a 46"" LCD HDTV with 1080p resolution, a dynamic contrast ratio of 50,000:",True
34012,samsung 52' series 6 lcd black flat panel hdtv - ln52a650 samsung 52' series 6 lcd black flat panel ...,207642166,1.0,0.00022019999999999999,"The candidate record [6] describes the same model (Samsung LN52A650) as the query record, with matching specifications such as size (52""), resolution (1080p), dynamic contrast ratio (50,000:1), and re",True
34016,z-line portland black tv stand - zl2344mu z-line portland black tv stand - zl2344mu/ accommodates mo...,208042911,0.9,0.0002835,"The candidate record [1] describes a ""z-line designs zl23-44mu portland flat panel tv stand"" which closely matches the query record for the ""z-line portland black tv stand - zl2344mu."" Both records re",True
34021,samsung 46' series 5 lcd black flat panel hdtv - ln46a550 samsung 46' series 5 lcd black flat panel ...,207652056,0.9,0.00022019999999999999,"Candidate record [1] refers to the same model (ln46a550) as the query record, and both describe a 46"" LCD TV with 1080p resolution and similar specifications. The slight differences in wording and add",True
34031,sony black usb stereo turntable system - pslx300usb sony black usb stereo turntable system - pslx300...,,0.0,0.0002787,"None of the candidate records refer to a turntable system or any similar audio equipment. All candidates are related to computers, home theater systems, or other unrelated electronics, which do not ma",False
34033,sony digital slr camera with lens kit - dslra200w sony alpha digital slr camera with lens kit - dslr...,207390665,1.0,0.00029565,"The candidate record describes the ""sony alpha dslr-a200 digital slr camera with dual lens kit - dslra200w,"" which matches the query record's model number (dslra200w) and key specifications (10.2 mega",True
34036,sony black handycam camcorder soft carrying case - lcsx20 sony black handycam camcorder soft carryin...,90148541,0.9,0.00027,"The candidate record describes a ""sony lcs soft carrying case"" which closely aligns with the query record's mention of a ""soft carrying case - lcsx20."" The model number ""lcsx20"" in the query suggests ",True
34056,canon silver 10 megapixel powershot digital camera - sd790is canon silver 10 megapixel powershot dig...,207643190,1.0,0.00021779999999999998,"The candidate record [6] describes the same model as the query record, specifically the Canon Powershot SD790 IS digital camera. Both records confirm the key specifications such as the 10 megapixel re",True
34065,canon silver 10 megapixel powershot digital camera - sd890is canon silver 10 megapixel powershot dig...,207643194,1.0,0.0002184,"The candidate record [10] describes the same model as the query record, specifically the Canon Powershot SD890 IS digital camera. Both records mention the same key specifications: 10 megapixels, 5x op",True
34076,onkyo 7.1-channel black home theater receiver - txsr506b onkyo txsr506 7.1-channel black home theate...,207959750,1.0,0.00024195,"The candidate record [4] explicitly mentions the model ""onkyo txsr506,"" which matches the model in the query record. Both records describe a 7.1-channel A/V receiver with similar features, confirming ",True
34089,samsung 19' black flat panel series 4 lcd hdtv - ln19a450 samsung 19' black flat panel series 4 lcd ...,207900175,1.0,0.0002184,"The candidate record [2] directly matches the query record in terms of model number (ln19a450), size (19'), and key specifications (720p resolution, 3000:1 dynamic contrast ratio, 8ms response time). ",True
34091,samsung 26' black flat panel series 4 lcd hdtv - ln26a450 samsung 26' black flat panel series 4 lcd ...,207686156,1.0,0.00021675,"Candidate record [1] matches the query record perfectly in terms of model number (ln26a450), screen size (26'), and key specifications (720p resolution, dynamic contrast ratio of 5000:1, and 8ms respo",True
34092,samsung 32' black flat panel series 4 lcd hdtv - ln32a450 samsung 32' black flat panel series 4 lcd ...,207679756,1.0,0.0002181,"The candidate record [2] matches the query record perfectly in terms of model number (ln32a450), size (32'), and key specifications (720p resolution, 10,000:1 dynamic contrast ratio, 6ms response time",True
34093,samsung 50' black flat panel series 5 plasma hdtv - pn50a550 samsung 50' black flat panel series 5 p...,207660499,1.0,0.00021464999999999999,"The candidate record [3] directly matches the query record in terms of model number (pn50a550) and key specifications (50' plasma TV, 1080p resolution, 1,000,000:1 dynamic contrast ratio). The descrip",True
34095,samsung 58' black flat panel series 5 plasma hdtv - pn58a550 samsung 58' black flat panel series 5 p...,207653548,1.0,0.0002148,"The candidate record [3] explicitly mentions the same model number (pn58a550) and key specifications (58' plasma TV, 1080p resolution, 1,000,000:1 dynamic contrast ratio) as the query record. The desc",True
34096,samsung 50' black flat panel series 4 plasma hdtv - pn50a450 samsung 50' black flat panel series 4 p...,207642358,1.0,0.00021585,"The candidate record describes the same model (Samsung PN50A450) as the query record, with matching specifications such as the size (50""), type (plasma), and resolution (720p). The details provided in",True
34102,nyko charge base 2 charger for playstation 3 controller - 743840830535 nyko charge base 2 charger fo...,,0.0,0.0002388,"None of the candidate records refer to a charger for PlayStation 3 controllers or any related product. The query record specifically mentions ""nyko charge base 2 charger for playstation 3 controller,""",False
34119,sony remote control tripod - vct60av sony remote control tripod - vct60av/ a/v remote connector/ 4 s...,203086857,0.8,0.0002829,"The candidate record describes a ""sony remote control"" which aligns with the query record's mention of ""sony remote control tripod."" While the specific model and features differ, both records pertain ",True
34125,belkin cush top for computer laptop - f8n044org belkin cush top for computer laptop - f8n044org/ uni...,203165921,0.9,0.00019065,"The candidate record ""belkin cushtop - f8n044-org - orange"" matches the query record closely in terms of brand (Belkin), product type (cushtop), and model number (f8n044). The color ""orange"" also alig",True
34126,belkin cush top for computer laptop - f8n044slv belkin cush top for computer laptop - f8n044slv/ uni...,203166120,1.0,0.00018764999999999998,"The candidate record ""belkin cushtop - f8n044-slv - silver"" directly matches the model number (f8n044) and color (silver) specified in the query record. The product name ""cushtop"" is also consistent w",True
34127,belkin cush top for computer laptop - f8n044grn belkin cush top for computer laptop - f8n044grn/ uni...,203165922,1.0,0.0001905,"The candidate record [2] ""belkin cushtop - f8n044-grn - green"" matches the query record perfectly in terms of the model number (f8n044grn) and the description of the product (cush top for laptop) as w",True
34130,samsung 5 disc black home theater system - htz410t samsung 5 disc black home theater system - htz410...,207900174,1.0,0.00020805,"The candidate record [4] describes the same model (htz410t) as the query record, with both mentioning it is a 5 disc home theater system with HDMI and DivX playback. The core product identity and key ",True
